,Provincia,Partido,Localidad,Link Indec,Otros,"0,256 Mbps","0,5 Mbps","0,512 Mbps","0,75 Mbps",1 Mbps,"1,5 Mbps",2 Mbps,"2,2 Mbps","2,5 Mbps",3 Mbps,"3,3 Mbps","3,5 Mbps",4 Mbps,"4,5 Mbps",5 Mbps,6 Mbps,"6,4 Mbps",7 Mbps,"7,5 Mbps",8 Mbps,9 Mbps,10 Mbps,"10,1 Mbps","10,2 Mbps",11 Mbps,12 Mbps,"12,3 Mbps",13 Mbps,14 Mbps,15 Mbps,16 Mbps,17 Mbps,18 Mbps,20 Mbps,"20,5 Mbps",21 Mbps,22 Mbps,23 Mbps,24 Mbps,25 Mbps,"25,1 Mbps","25,5 Mbps",26 Mbps,27 Mbps,30 Mbps,31 Mbps,32 Mbps,35 Mbps,36 Mbps,40 Mbps,41 Mbps,45 Mbps,48 Mbps,49 Mbps,50 Mbps,"50,1 Mbps","50,25 Mbps",51 Mbps,55 Mbps,59 Mbps,60 Mbps,61 Mbps,65 Mbps,66 Mbps,70 Mbps,75 Mbps,80 Mbps,85 Mbps,90 Mbps,95 Mbps,98 Mbps,100 Mbps,"100,1 Mbps","100,25 Mbps",105 Mbps,110 Mbps,120 Mbps,122 Mbps,125 Mbps,130 Mbps,140 Mbps,150 Mbps,155 Mbps,160 Mbps,164 Mbps,165 Mbps,180 Mbps,200 Mbps,205 Mbps,212 Mbps,220 Mbps,225 Mbps,240 Mbps,246 Mbps,250 Mbps,256 Mbps,275 Mbps,300 Mbps,320 Mbps,325 Mbps,330 Mbps,350 Mbps,400 Mbps,450 Mbps,480 Mbps,500 Mbps,512 Mbps,520 Mbps,540 Mbps,600 Mbps,680 Mbps,700 Mbps,800 Mbps,850 Mbps,900 Mbps,999 Mbps,1000 Mbps,1024 Mbps,4000 Mbps,10000 Mbps
65,BUENOS AIRES,Bahía Blanca,Ingeniero White,6056020,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,BUENOS AIRES,Balcarce,Balcarce,6063010,9.0,,,,24.0,,,98.0,,,,,310.0,,,,327.0,,,,795.0,,253.0,,,,1.0,,,,611.0,,,,,,,,,,,,,,,24.0,,,,,,,,,,836.0,,,,,,,,,,,,,,,,,7503.0,,,,,,,,,,,,,,,,,,,,,,,,,,3395.0,,,,,,,,137.0,,,,,,,,,,,28.0,,,
67,BUENOS AIRES,Balcarce,Los Pinos,6063020,5.0,,,,,,,5.0,,,,,,,,,17.0,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,BUENOS AIRES,Balcarce,Napaleofú,6063030,,,,,,38.0,,,,,23.0,,,,,,56.0,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,BUENOS AIRES,Balcarce,Ramos Otero,6063040,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,BUENOS AIRES,Balcarce,San Agustín,6063050,24.0,,,,,,,8.0,,,,,,,,,25.0,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,BUENOS AIRES,Balcarce,Villa Laguna La Brava,6063060,,,,,,,,1.0,,,,,,,,,18.0,,,,1.0,,15.0,,,,,,,,4.0,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,BUENOS AIRES,Baradero,Baradero,6070010,1.0,,1.0,,,35.0,,,,,924.0,,,1.0,,1.0,345.0,,,,1.0,,482.0,,,,,,,,47.0,,,,15.0,,,,,,,,,,,,,,,,,,,,,414.0,,,,,,,,,,,,,,,,,4040.0,,,,,,,,,,,,,,,,24.0,,,,,,,,,,3006.0,,,,,,,,54.0,,,,,,,,,,,19.0,,,
73,BUENOS AIRES,Baradero,Irineo Portela,6070020,,,,,,,,,,,76.0,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,BUENOS AIRES,Baradero,Santa Coloma,6070030,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),6070040,,,,,,,,,,,153.0,,,,,,55.0,,,,,,123.0,,,,14.0,,,,8.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,BUENOS AIRES,Benito Juárez,Barker,6084010,1.0,,1.0,,,20.0,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),6084020,4.0,,1.0,,,,,,,,,,59.0,,,,,,,,428.0,,59.0,,,,1.0,,,,914.0,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,BUENOS AIRES,Benito Juárez,López,6084030,,,,,,,,,,,12.0,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,BUENOS AIRES,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),6084050,,,1.0,,,50.0,,43.0,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,BUENOS AIRES,Berazategui,Berazategui,6091010,16.0,,11.0,,22.0,24.0,,2.0,,,4.0,,75.0,34.0,,5.0,5.0,,,,108.0,,361.0,,,,,,,,1422.0,,,,21.0,,,,,,2.0,,,,,6357.0,,,,,,,,,,12259.0,,,,,,533.0,,,,,9.0,,,,,,6992.0,,,,,,,,,,4207.0,,,,,,,,,,,,,,,,8723.0,,,,,,,,1187.0,,,,190.0,,,,,,,1224.0,,,
81,BUENOS AIRES,Berazategui,Berazategui Oeste,6091010,,,11.0,,3.0,,,,,,,,2.0,,,,,,,,,,3.0,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,11065.0,,,,,,8.0,,,,,,,,,,,3552.0,,,,,,,,,,49.0,,,,,,,,,,,,,,,,880.0,,,,,,,,14.0,,,,181.0,,,,,,,16.0,,,
82,BUENOS AIRES,Berazategui,Carlos Tomás Sourigues,6091010,,,,,,,,,,,,,2.0,,,3.0,,,,,7.0,,23.0,,,,,,,,8.0,,,,,,,,,,1.0,,,,,190.0,,,,,,,,,,1094.0,,,,,,56.0,,,,,1.0,,,,,,394.0,,,,,,,,,,473.0,,,,,,19.0,,,,,,,,,,729.0,,,,,,,,95.0,,,,23.0,,,,,,,127.0,,,
83,BUENOS AIRES,Berazategui,Centro Agrícola El Pato,6091010,,,,,,2000.0,,5.0,,,3.0,,,2.0,,4.0,,,,,,,33.0,,,,,,,,10.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,86.0,,,,,1.0,,,,,,12.0,,,,,,,,,,944.0,,,,,,58.0,,,,,,,,,,632.0,,,,,,,,93.0,,,,,,,,,,,195.0,,,
84,BUENOS AIRES,Berazategui,Guillermo E. Hudson,6091010,2.0,,,,4.0,,,1.0,,,,,23.0,,,3.0,2.0,,,,31.0,,116.0,,,,,,,,20.0,,,,12.0,,,,,,27.0,,,,,2355.0,,,,,,,,,,5029.0,,,,,,185.0,,,,,6.0,,,,,,2201.0,,,,,,,,,,1366.0,,,,,,11.0,,,,,,,,,,3033.0,,,,,,,,603.0,,,,100.0,,,,,,,448.0,,,
85,BUENOS AIRES,Berazategui,Juan María Gutierrez,6091010,,,,,10.0,7.0,,8.0,,,48.0,,77.0,,,,26.0,,,,97.0,,19.0,,,,,,,,318.0,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,2147.0,,,,,,50.0,,,,,2.0,,,,,,952.0,,,,,,,,,,419.0,,,,,,,,,,,,,,,,1170.0,,,,,,,,193.0,,,,34.0,,,,,,,137.0,,,
86,BUENOS AIRES,Berazategui,Pereyra,6091010,,,,,,,,,,,,,4.0,,,,,,,,2.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,310.0,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,110.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,98.0,,,,,,,,14.0,,,,,,,,,,,3.0,,,
87,BUENOS AIRES,Berazategui,Plátanos,6091010,3.0,,,,,1.0,,,,,,,,,,2.0,,,,,,,37.0,,,,,,,,,,,,6.0,,,,,,,,,,,1.0,,,,,,,,,,1572.0,,,,,,50.0,,,,,,,,,,,498.0,,,,,,,,,,673.0,,,,,,,,,,,,,,,,859.0,,,,,,,,145.0,,,,30.0,,,,,,,221.0,,,
88,BUENOS AIRES,Berazategui,Ranelagh,6091010,,,1.0,,7.0,3.0,,,,,,,20.0,,,1.0,,,,,2.0,,48.0,,,,,,,,8.0,,,,4.0,,,,,,,,,,,5755.0,,,,,,,,,,1169.0,,,,,,92.0,,,,,2.0,,,,,,692.0,,,,,,,,,,805.0,,,,,,35.0,,,,,,,,,,1367.0,,,,,,,,216.0,,,,23.0,,,,,,,197.0,,,
89,BUENOS AIRES,Berazategui,Villa España,6091010,,,1.0,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1492.0,,,,,,43.0,,,,,1.0,,,,,,646.0,,,,,,,,,,330.0,,,,,,,,,,,,,,,,701.0,,,,,,,,76.0,,,,19.0,,,,,,,81.0,,,
90,BUENOS AIRES,Berisso,Barrio El Carmen (Este),6098010,170.0,,,,,,,,,,,,,,,,28.0,,,,9.0,,3.0,,,,,,,,115.0,,,,14.0,,,,,,,,,,,20.0,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,BUENOS AIRES,Berisso,Berisso,6098010,4.0,,8.0,,131.0,3.0,,,,,4.0,,1565.0,,,3.0,242.0,,,,1351.0,,10.0,,,,86.0,,,,1150.0,,,,1.0,,,,,,6704.0,,,,,14.0,,,,,,,,,,1482.0,,,,,,207.0,,,,,,,,,,,5750.0,,,,,,,,,,629.0,,,,,,,,,,,,,7.0,,,5744.0,,,,,,,,608.0,,,,,,,,,,,740.0,,,
92,BUENOS AIRES,Berisso,Villa Arguello,6098010,172.0,,,,,,,,,,,,,,,,28.0,,,,8.0,,2.0,,,,,,,,115.0,,,,14.0,,,,,,,,,,,20.0,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,BUENOS AIRES,Berisso,Villa Nueva,6098010,172.0,,,,,,,,,,,,,,,,28.0,,,,8.0,,2.0,,,,,,,,115.0,,,,14.0,,,,,,,,,,,20.0,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,BUENOS AIRES,Berisso,Villa Progreso,6098010,167.0,,,,,,,,,,,,,,,,28.0,,,,8.0,,2.0,,,,,,,,116.0,,,,15.0,,,,,,,,,,,21.0,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,BUENOS AIRES,Bolívar,Hale,6105010,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,BUENOS AIRES,Bolívar,Juan F. Ibarra,6105020,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,BUENOS AIRES,Bolívar,Otros,Sin Datos,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,BUENOS AIRES,Bolívar,Pirovano,6105050,50.0,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),6105060,,,,,13.0,,,,,,,,347.0,1.0,,2.0,,,,,403.0,,20.0,,,,,,,,462.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,373.0,,,,,,,,,,,,,,,,,3683.0,,,,,,,,,,,,,,,,,,,,,,,,,,1127.0,,,,,,,,19.0,,,,,,,,,,,11.0,,,
100,BUENOS AIRES,Bolívar,Urdampilleta,6105070,,,,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,BUENOS AIRES,Bragado,Bragado,6112010,,,,,15.0,1.0,,93.0,,,125.0,,141.0,,,,,,,,232.0,,8.0,,,,,,,,293.0,,,,1.0,,,,,,50.0,,,,,4.0,,,,,,,,,,458.0,,,,,,,,,,,,,,,,,1750.0,,,,,,,,,,,,,,,,,,,,,,,,,,1034.0,,,,,,,,69.0,,,,,,,,,,,11.0,,,
102,BUENOS AIRES,Bragado,Comodoro Py,6112020,,,,,,,,,,,154.0,,,,,,44.0,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,BUENOS AIRES,Bragado,General O'Brien,6112030,,,,,,,,321.0,,,,,,83.0,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,BUENOS AIRES,Bragado,Irala,6112040,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,BUENOS AIRES,Bragado,Mechita (Est. Mecha),6112070,,,,,,,,,,,10.0,,,,,7.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,BUENOS AIRES,Bragado,Olascoaga,6112080,,,,,,,,,,,21.0,,,,,,6.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,BUENOS AIRES,Bragado,Warnes,6112090,,,,,,,,,,,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,BUENOS AIRES,Brandsen,Coronel Brandsen,6119050,3.0,,,,7.0,5.0,,15.0,,,4.0,,311.0,1.0,,210.0,,,,,602.0,,1038.0,,,,,,124.0,,1045.0,,,,126.0,,,,19.0,,,,,,,661.0,,,,,1385.0,,,,,618.0,,,,,,,,,,114.0,,,16.0,,,,213.0,,,,,,,,,,,,,,,,,,,,,,,,,,283.0,,,,,,,,15.0,,,,,,,,,,,3.0,,,
109,BUENOS AIRES,Brandsen,Jeppener,6119070,,,,,,13.0,,23.0,,,122.0,,,,,414.0,,,,,72.0,,171.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,BUENOS AIRES,Campana,Alto Los Cardales,6126010,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,,,156.0,,,,,,,,,,,,,,
111,BUENOS AIRES,Campana,Barrio Los Pioneros,6126020,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,BUENOS AIRES,Campana,Campana,6126030,237.0,,1.0,1.0,,60.0,,1.0,,,99.0,,,,,7.0,135.0,,,,1.0,,708.0,,,,,,,,80.0,,,,109.0,,,,,,1465.0,,,,,31.0,,,,,,,,,,1373.0,,,,,,156.0,,,,2.0,,,,,,,12594.0,,,,,126.0,,,,,1662.0,,,,,,2036.0,,,,,,,160.0,,,8899.0,,,,,,,,841.0,,,,27.0,,,,,,,354.0,,,
113,BUENOS AIRES,Campana,Chacras Del Río Luján,6126035,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,BUENOS AIRES,Campana,Lomas del Río Luján (Est. Río Luján),6126040,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,26.0,,,,,,,,2.0,,,,,,,,,,,3.0,,,
115,BUENOS AIRES,Cañuelas,Alejandro Petión,6134010,1.0,,,,16.0,,,,,,,,106.0,,,,,,,,36.0,,40.0,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,69.0,,,,,,4.0,,,,,1.0,,,,,,324.0,,,,,,,,,,82.0,,,,,,,,,,,,,,,,327.0,,,,,,,,26.0,,,,,,,,,,,61.0,,,
116,BUENOS AIRES,Cañuelas,Barrio Belgrano-Máximo Paz,6134030,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,BUENOS AIRES,Cañuelas,Barrio El Taladro,6134020,,,,,,,,,,,,,,,,,,,,,,,167.0,,,,,,,,,,,,23.0,,,,,,,,,,,1.0,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,BUENOS AIRES,Cañuelas,Cañuelas,6134030,1.0,,,1.0,19.0,,,,,,1.0,,302.0,,,2.0,,,,,310.0,,528.0,,,,,,,,611.0,,,,1430.0,,,,,,,,,,,17.0,1.0,,,,,,,,,1167.0,,,,,,1.0,,,,,,,,,,,2631.0,,,,,,,,,,26.0,,,,,,,,,,,,,,,,2085.0,,,,,,,,85.0,,,,,,,,,,,23.0,,,
119,BUENOS AIRES,Cañuelas,Gobernador Udaondo,6134040,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,BUENOS AIRES,Cañuelas,Máximo Paz,6134050,,,,,,,,,,,,,,,,10.0,100.0,,,,,,228.0,,,,,,,,,,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,28.0,,,,,,79.0,,,,,2.0,,,,,,27.0,,,,,,,,,,932.0,,,,,,48.0,,,,,,,,,,980.0,,,,,,,,184.0,,,,,,,,,,,185.0,,,
121,BUENOS AIRES,Cañuelas,Santa Rosa,6134060,,,2.0,,,,,,,,,,,,,,115.0,,,,,,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,BUENOS AIRES,Cañuelas,Uribelarrea,6134070,,,,,,,,,,,,,,,,80.0,12.0,,12.0,,17.0,,618.0,,,,,,,,56.0,,,,40.0,,,,,,,,,,,4.0,,,,,1.0,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,BUENOS AIRES,Cañuelas,Vicente Casares,6134080,,,,,7.0,,,,,,,,55.0,,,,,,,,29.0,,25.0,,,,,,,,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010,,,,,,,,,,,89.0,,20.0,,,,,,,,70.0,,252.0,,,,,,,,127.0,,,,1.0,,,,,,80.0,,,,,1.0,,,,,,,,,,878.0,,,,,,,,,,,,,,,,,2579.0,,,,,,,,,,,,,,,,,,,,,,,,,,488.0,,,,,,,,14.0,,,,,,,,,,,1.0,,,
125,BUENOS AIRES,Capitán Sarmiento,La Luisa,6140020,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,BUENOS AIRES,Carlos Casares,Cadret,6147020,,,,,,5.0,,,,,,,,,,,18.0,,,,19.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,BUENOS AIRES,Carlos Casares,Carlos Casares,6147030,,,1.0,,5.0,65.0,,,,,,,157.0,,,,1133.0,,,,1263.0,,,,,,509.0,,,,765.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,1057.0,,,,,,,,,,,,,,,,,1109.0,,,,,,,,,,,,,,,,,,,,,,,,,,797.0,,,,,,,,44.0,,,,48.0,,,,,,,2.0,,,
128,BUENOS AIRES,Carlos Casares,La Sofía,6147060,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,BUENOS AIRES,Carlos Casares,Mauricio Hirsch,6147070,,,,,,,,,,,,,,,,,20.0,,,,19.0,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,BUENOS AIRES,Carlos Casares,Moctezuma,6147080,,,,,,,,,,,108.0,,,,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,BUENOS AIRES,Carlos Casares,Santo Tomás,6147095,,,,,,1.0,,,,,,,,,,,17.0,,,,16.0,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,BUENOS AIRES,Carlos Casares,Smith,6147100,,,,,,,,,,,166.0,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,6154010,1.0,,,,,,,210.0,,,299.0,,6.0,,,56.0,147.0,,1116.0,,2.0,,1.0,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,BUENOS AIRES,Carlos Tejedor,Colonia Seré,6154020,,,,,,,,77.0,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,BUENOS AIRES,Carlos Tejedor,Curarú,6154030,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,BUENOS AIRES,Carlos Tejedor,Timote,6154040,,,,,,,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,BUENOS AIRES,Carlos Tejedor,Tres Algarrobos  (Est. Cuenca),6154050,,,,1.0,,,,198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
