,Año,Trimestre,Provincia,Accesos por cada 100 hogares
681,2017,1,Jujuy,22.756985962232346
682,2017,1,La Pampa,62.66928104575163
683,2017,1,La Rioja,16.19552414605418
684,2017,1,Mendoza,31.843012770179662
685,2017,1,Misiones,29.522202363131044
686,2017,1,Neuquén,61.02302006782746
687,2017,1,Río Negro,46.02953874119518
688,2017,1,Salta,32.57548931482305
689,2017,1,San Juan,27.03676098842391
690,2017,1,San Luis,9.545500193678896
691,2017,1,Santa Cruz,26.52499173785465
692,2017,1,Santa Fe,51.970107692080425
693,2017,1,Santiago Del Estero,14.702119493368587
694,2017,1,Tierra Del Fuego,68.91974851288131
695,2017,1,Tucumán,37.90016075894098
696,2016,4,Buenos Aires,61.236587430356856
697,2016,4,Capital Federal,120.63133173632356
698,2016,4,Catamarca,26.543515589961913
699,2016,4,Chaco,28.786656085255263
700,2016,4,Chubut,36.07290546427898
701,2016,4,Córdoba,57.696719154378975
702,2016,4,Corrientes,30.98107037649768
703,2016,4,Entre Ríos,45.208402854677
704,2016,4,Formosa,19.84823607816392
705,2016,4,Jujuy,22.651387008241425
706,2016,4,La Pampa,63.016182768654026
707,2016,4,La Rioja,16.45531638401623
708,2016,4,Mendoza,32.10735338479002
709,2016,4,Misiones,29.720149807797423
710,2016,4,Neuquén,60.873667228199054
711,2016,4,Río Negro,46.38521035065572
712,2016,4,Salta,32.69411973937546
713,2016,4,San Juan,27.292421452197058
714,2016,4,San Luis,9.640682435370556
715,2016,4,Santa Cruz,27.04676021484584
716,2016,4,Santa Fe,52.19105023718895
717,2016,4,Santiago Del Estero,15.067847510433346
718,2016,4,Tierra Del Fuego,70.30526590539473
719,2016,4,Tucumán,37.9807622036193
720,2016,3,Buenos Aires,60.14329545468815
721,2016,3,Capital Federal,120.77287775101534
722,2016,3,Catamarca,26.48067675746367
723,2016,3,Chaco,28.910749068480953
724,2016,3,Chubut,36.17869442878647
725,2016,3,Córdoba,58.24381625803197
726,2016,3,Corrientes,31.066878826051184
727,2016,3,Entre Ríos,45.43514088447326
728,2016,3,Formosa,18.639708302862847
729,2016,3,Jujuy,22.605154265256864
730,2016,3,La Pampa,61.73178543650905
731,2016,3,La Rioja,17.074559106484113
732,2016,3,Mendoza,32.08835884566649
733,2016,3,Misiones,29.905385775898186
734,2016,3,Neuquén,60.21485088853954
735,2016,3,Río Negro,46.38796536215942
736,2016,3,Salta,32.95583168118035
737,2016,3,San Juan,27.31712713599077
738,2016,3,San Luis,9.630539686885157
739,2016,3,Santa Cruz,26.835201895450698
740,2016,3,Santa Fe,52.67215036886248
741,2016,3,Santiago Del Estero,15.329646578472886
742,2016,3,Tierra Del Fuego,68.94049249100736
743,2016,3,Tucumán,37.89736341023836
744,2016,2,Buenos Aires,59.33852679105808
745,2016,2,Capital Federal,120.03953504825309
746,2016,2,Catamarca,26.074188059740646
747,2016,2,Chaco,28.5935505552226
748,2016,2,Chubut,36.12438565556337
749,2016,2,Córdoba,57.54798052828644
750,2016,2,Corrientes,30.580162046616557
751,2016,2,Entre Ríos,44.73887454518738
752,2016,2,Formosa,19.370070664563997
753,2016,2,Jujuy,21.888281043576683
754,2016,2,La Pampa,60.43686025737927
755,2016,2,La Rioja,16.878902611111524
756,2016,2,Mendoza,32.12597179442594
757,2016,2,Misiones,29.239512823021975
758,2016,2,Neuquén,59.098285533662036
759,2016,2,Río Negro,46.240113078127436
760,2016,2,Salta,32.08172602508202
761,2016,2,San Juan,27.34078151409113
762,2016,2,San Luis,9.603733851602321
763,2016,2,Santa Cruz,26.728911725319804
764,2016,2,Santa Fe,52.436477259371124
765,2016,2,Santiago Del Estero,15.888925047306124
766,2016,2,Tierra Del Fuego,67.71824288255286
767,2016,2,Tucumán,37.23568289338424
768,2016,1,Buenos Aires,57.33590782254113
769,2016,1,Capital Federal,115.16005888884817
770,2016,1,Catamarca,25.910217981190538
771,2016,1,Chaco,28.07514644775236
772,2016,1,Chubut,36.0927055378499
773,2016,1,Córdoba,55.283092783740216
774,2016,1,Corrientes,30.080785004133055
775,2016,1,Entre Ríos,43.84596814466226
776,2016,1,Formosa,19.041878369434937
777,2016,1,Jujuy,21.41001128856396
778,2016,1,La Pampa,57.84086865504526
779,2016,1,La Rioja,16.83351837249417
780,2016,1,Mendoza,32.12333888801278
781,2016,1,Misiones,28.36765259095629
782,2016,1,Neuquén,55.75393700425406
783,2016,1,Río Negro,45.83512638708331
784,2016,1,Salta,31.315545971153234
785,2016,1,San Juan,27.330794110004312
786,2016,1,San Luis,9.586346282770212
787,2016,1,Santa Cruz,26.865862521449994
788,2016,1,Santa Fe,51.27734085407622
789,2016,1,Santiago Del Estero,16.205749206821952
790,2016,1,Tierra Del Fuego,65.83304163135006
791,2016,1,Tucumán,36.72477136636591
792,2015,4,Buenos Aires,58.29182182733718
793,2015,4,Capital Federal,118.13036321153807
794,2015,4,Catamarca,26.23945178859185
795,2015,4,Chaco,28.35056623514143
796,2015,4,Chubut,36.89017827786587
797,2015,4,Córdoba,57.364881766079215
798,2015,4,Corrientes,30.33643144533882
799,2015,4,Entre Ríos,44.10854807300098
800,2015,4,Formosa,19.06549151678632
801,2015,4,Jujuy,21.47147379391073
802,2015,4,La Pampa,58.75633720012275
803,2015,4,La Rioja,17.315778648410653
804,2015,4,Mendoza,32.48895249500142
805,2015,4,Misiones,28.686658891542372
806,2015,4,Neuquén,58.2893377687955
807,2015,4,Río Negro,46.43948111494307
808,2015,4,Salta,31.593492648071866
809,2015,4,San Juan,27.6648539357743
810,2015,4,San Luis,9.705768984506312
811,2015,4,Santa Cruz,27.74476906647967
812,2015,4,Santa Fe,52.60808978585806
813,2015,4,Santiago Del Estero,17.00497803803607
814,2015,4,Tierra Del Fuego,66.46220433623792
815,2015,4,Tucumán,37.06217328329588
816,2015,3,Buenos Aires,57.68868105608009
817,2015,3,Capital Federal,118.28921116431961
818,2015,3,Catamarca,25.863781184637624
819,2015,3,Chaco,27.963072793479412
820,2015,3,Chubut,36.81180991463324
821,2015,3,Córdoba,57.08340378951846
822,2015,3,Corrientes,30.16741240901903
823,2015,3,Entre Ríos,43.67718163526334
824,2015,3,Formosa,18.836751773785252
825,2015,3,Jujuy,21.2703333470887
826,2015,3,La Pampa,57.96395975091518
827,2015,3,La Rioja,17.151129442032545
828,2015,3,Mendoza,32.49199583186653
829,2015,3,Misiones,28.306345093436885
830,2015,3,Neuquén,54.59931489671118
831,2015,3,Río Negro,46.389186656745146
832,2015,3,Salta,31.175945212858434
833,2015,3,San Juan,27.66538565566005
834,2015,3,San Luis,9.70650326873876
835,2015,3,Santa Cruz,27.606060983429437
836,2015,3,Santa Fe,52.14595474084349
837,2015,3,Santiago Del Estero,17.11882253135319
838,2015,3,Tierra Del Fuego,74.85845784033849
839,2015,3,Tucumán,36.61035952774264
840,2015,2,Buenos Aires,56.80280561439208
841,2015,2,Capital Federal,116.06627091860372
842,2015,2,Catamarca,25.45341804469818
843,2015,2,Chaco,27.46453938839946
844,2015,2,Chubut,36.58246720458481
845,2015,2,Córdoba,55.86916350781819
846,2015,2,Corrientes,29.584012668108493
847,2015,2,Entre Ríos,42.93197901645878
848,2015,2,Formosa,18.36026720527858
849,2015,2,Jujuy,20.287219077594944
850,2015,2,La Pampa,56.70766522530004
851,2015,2,La Rioja,16.883190981963825
852,2015,2,Mendoza,32.49199583186653
853,2015,2,Misiones,27.34768244882168
854,2015,2,Neuquén,53.117336593231435
855,2015,2,Río Negro,45.97612013432327
856,2015,2,Salta,30.46112384270092
857,2015,2,San Juan,27.64305342045848
858,2015,2,San Luis,9.707971837203658
859,2015,2,Santa Cruz,27.072245027448233
860,2015,2,Santa Fe,51.17653890867876
861,2015,2,Santiago Del Estero,17.110566632982863
862,2015,2,Tierra Del Fuego,74.50787431664719
863,2015,2,Tucumán,35.68770560918727
864,2015,1,Buenos Aires,56.37048433026737
865,2015,1,Capital Federal,114.89699714890288
866,2015,1,Catamarca,25.10946633078758
867,2015,1,Chaco,26.649591220305552
868,2015,1,Chubut,37.612780685907914
869,2015,1,Córdoba,54.69734650188214
870,2015,1,Corrientes,28.95019128190928
871,2015,1,Entre Ríos,42.06519337351208
872,2015,1,Formosa,18.12270367397183
873,2015,1,Jujuy,19.68971363262363
874,2015,1,La Pampa,55.50803232733774
875,2015,1,La Rioja,16.703201787413843
876,2015,1,Mendoza,32.36588756051825
877,2015,1,Misiones,26.305604105190643
878,2015,1,Neuquén,51.95443673810251
879,2015,1,Río Negro,45.32694907202778
880,2015,1,Salta,30.00978823344275
881,2015,1,San Juan,27.553192759766446
882,2015,1,San Luis,9.716048963760594
883,2015,1,Santa Cruz,27.994863943494483
884,2015,1,Santa Fe,50.24449475931921
885,2015,1,Santiago Del Estero,17.0558169911586
886,2015,1,Tierra Del Fuego,74.23495170010268
887,2015,1,Tucumán,35.07860688538978
888,2014,4,Buenos Aires,56.09433653019754
889,2014,4,Capital Federal,114.89676550801623
890,2014,4,Catamarca,25.513779082747998
891,2014,4,Chaco,21.87078320023224
892,2014,4,Chubut,40.24927468450274
893,2014,4,Córdoba,54.69689679332299
894,2014,4,Corrientes,23.56243099277512
895,2014,4,Entre Ríos,36.0254708519679
896,2014,4,Formosa,17.956311361695214
897,2014,4,Jujuy,19.59941818052116
898,2014,4,La Pampa,51.273133452228585
899,2014,4,La Rioja,17.01075088723615
900,2014,4,Mendoza,32.63838187615034
901,2014,4,Misiones,24.162430605588312
902,2014,4,Neuquén,52.554989697249574
903,2014,4,Río Negro,45.47806275120403
904,2014,4,Salta,29.534861619577978
905,2014,4,San Juan,28.037145714560673
906,2014,4,San Luis,9.786393366351197
907,2014,4,Santa Cruz,27.802678969652344
908,2014,4,Santa Fe,49.999623023482705
909,2014,4,Santiago Del Estero,17.26920158364512
910,2014,4,Tierra Del Fuego,66.13781947338316
911,2014,4,Tucumán,35.32087516932818
912,2014,3,Buenos Aires,56.754739164071026
913,2014,3,Capital Federal,113.8005123324155
914,2014,3,Catamarca,24.706121305327624
915,2014,3,Chaco,21.112666705262427
916,2014,3,Chubut,40.59867094427454
917,2014,3,Córdoba,54.23361028299935
918,2014,3,Corrientes,22.78753503515243
919,2014,3,Entre Ríos,34.981647333712985
920,2014,3,Formosa,17.771314831468263
921,2014,3,Jujuy,18.368534215570367
922,2014,3,La Pampa,55.78120173850417
923,2014,3,La Rioja,16.50671327406722
924,2014,3,Mendoza,32.313179561655694
925,2014,3,Misiones,23.567356954345527
926,2014,3,Neuquén,56.39541102706976
927,2014,3,Río Negro,46.196187157830146
928,2014,3,Salta,29.2226843537979
929,2014,3,San Juan,27.854244478102746
930,2014,3,San Luis,9.711210759672754
931,2014,3,Santa Cruz,28.231942904274984
932,2014,3,Santa Fe,49.19588444557267
933,2014,3,Santiago Del Estero,16.49220390830193
934,2014,3,Tierra Del Fuego,65.68610204476191
935,2014,3,Tucumán,33.94375582221807
936,2014,2,Buenos Aires,55.06141695143392
937,2014,2,Capital Federal,113.1433524754098
938,2014,2,Catamarca,24.703118860058403
939,2014,2,Chaco,20.95799636749445
940,2014,2,Chubut,41.41020981991258
941,2014,2,Córdoba,53.448126115625996
942,2014,2,Corrientes,22.575613003243586
943,2014,2,Entre Ríos,34.687432371459764
944,2014,2,Formosa,17.54041175485166
945,2014,2,Jujuy,18.706060999413573
946,2014,2,La Pampa,49.70759616034458
947,2014,2,La Rioja,16.502564816345664
948,2014,2,Mendoza,32.098238150241194
949,2014,2,Misiones,23.367747601299843
950,2014,2,Neuquén,50.84274905844866
951,2014,2,Río Negro,45.33491032014632
952,2014,2,Salta,28.914594000862877
953,2014,2,San Juan,27.782697817958912
954,2014,2,San Luis,9.717910199871824
955,2014,2,Santa Cruz,29.377007153054272
956,2014,2,Santa Fe,48.39035138670138
957,2014,2,Santiago Del Estero,16.695567347354444
958,2014,2,Tierra Del Fuego,64.35604517159936
959,2014,2,Tucumán,33.94452688568229
960,2014,1,Buenos Aires,54.570072879439756
961,2014,1,Capital Federal,112.25412278926913
962,2014,1,Catamarca,24.251751254585553
963,2014,1,Chaco,20.71853886384081
964,2014,1,Chubut,41.23521807972435
965,2014,1,Córdoba,52.517847544006315
966,2014,1,Corrientes,22.316716713838876
967,2014,1,Entre Ríos,34.367121821250166
968,2014,1,Formosa,17.418451079368708
969,2014,1,Jujuy,18.41535244687765
970,2014,1,La Pampa,48.42532103828204
971,2014,1,La Rioja,16.294104815837528
972,2014,1,Mendoza,31.91312298660578
973,2014,1,Misiones,23.13653864847733
974,2014,1,Neuquén,49.79160519138556
975,2014,1,Río Negro,44.913957131788514
976,2014,1,Salta,28.699559509630678
977,2014,1,San Juan,27.59549302299609
978,2014,1,San Luis,9.347207842190002
979,2014,1,Santa Cruz,28.939093063577776
980,2014,1,Santa Fe,47.84766256547095
981,2014,1,Santiago Del Estero,16.309923503967603
982,2014,1,Tierra Del Fuego,63.965925574153744
983,2014,1,Tucumán,33.4209747934719
