,Año,Trimestre,Provincia,Mbps (Media de bajada)
688,2017,1,Salta,5.335371217821875
689,2017,1,San Juan,3.492435161246428
690,2017,1,San Luis,3.502824149975052
691,2017,1,Santa Cruz,3.591930075636318
692,2017,1,Santa Fe,6.284036486892411
693,2017,1,Santiago Del Estero,4.948965833284994
694,2017,1,Tierra Del Fuego,3.476761467376085
695,2017,1,Tucumán,5.8755073256955805
696,2016,4,Buenos Aires,6.3515464502603125
697,2016,4,Capital Federal,7.957596242752894
698,2016,4,Catamarca,4.885711305119858
699,2016,4,Chaco,7.077531005919823
700,2016,4,Chubut,3.4071912914448172
701,2016,4,Córdoba,6.4667403639056085
702,2016,4,Corrientes,6.236245604077509
703,2016,4,Entre Ríos,5.807350829127614
704,2016,4,Formosa,5.630674164916322
705,2016,4,Jujuy,4.323962745742035
706,2016,4,La Pampa,3.1895597297497957
707,2016,4,La Rioja,5.3437624272142195
708,2016,4,Mendoza,3.5066034697453756
709,2016,4,Misiones,7.1094758091013635
710,2016,4,Neuquén,5.678446306542373
711,2016,4,Río Negro,4.369930463165329
712,2016,4,Salta,5.220883577846971
713,2016,4,San Juan,3.491135554044867
714,2016,4,San Luis,3.502824149975052
715,2016,4,Santa Cruz,3.5639164089588604
716,2016,4,Santa Fe,6.0402333289406664
717,2016,4,Santiago Del Estero,4.866794431448622
718,2016,4,Tierra Del Fuego,3.476761467376085
719,2016,4,Tucumán,5.7277669342021085
720,2016,3,Buenos Aires,5.914918008163684
721,2016,3,Capital Federal,7.380172699207805
722,2016,3,Catamarca,4.725241179958494
723,2016,3,Chaco,6.718220363245951
724,2016,3,Chubut,3.3438663279846357
725,2016,3,Córdoba,6.068526923518407
726,2016,3,Corrientes,5.958192561066714
727,2016,3,Entre Ríos,5.586427488329489
728,2016,3,Formosa,5.4161310069990956
729,2016,3,Jujuy,4.215291130909006
730,2016,3,La Pampa,3.1449984261882276
731,2016,3,La Rioja,5.076731739002066
732,2016,3,Mendoza,3.50729080145311
733,2016,3,Misiones,6.741222269842242
734,2016,3,Neuquén,5.292166864731292
735,2016,3,Río Negro,4.162924282482748
736,2016,3,Salta,5.052874436550483
737,2016,3,San Juan,3.4890674462877342
738,2016,3,San Luis,3.5030237740401673
739,2016,3,Santa Cruz,3.53583356483625
740,2016,3,Santa Fe,5.6772637615647845
741,2016,3,Santiago Del Estero,4.670123087013555
742,2016,3,Tierra Del Fuego,3.4765453774624797
743,2016,3,Tucumán,5.544683260191403
744,2016,2,Buenos Aires,5.415144367004824
745,2016,2,Capital Federal,6.576218932459292
746,2016,2,Catamarca,4.3648359645166135
747,2016,2,Chaco,6.297357510958081
748,2016,2,Chubut,3.335973498985547
749,2016,2,Córdoba,5.516912823002807
750,2016,2,Corrientes,5.601822569524247
751,2016,2,Entre Ríos,5.1311427833012475
752,2016,2,Formosa,5.104132195866278
753,2016,2,Jujuy,3.843353043958065
754,2016,2,La Pampa,3.146067806525381
755,2016,2,La Rioja,4.773843067001075
756,2016,2,Mendoza,3.500168567871608
757,2016,2,Misiones,6.233660566754793
758,2016,2,Neuquén,4.86640695565863
759,2016,2,Río Negro,3.976616411905147
760,2016,2,Salta,4.749378935322928
761,2016,2,San Juan,3.4883718294284334
762,2016,2,San Luis,3.501983369175627
763,2016,2,Santa Cruz,3.5021150276004565
764,2016,2,Santa Fe,5.1385985309185065
765,2016,2,Santiago Del Estero,4.309815179590645
766,2016,2,Tierra Del Fuego,3.478692463211772
767,2016,2,Tucumán,5.200979761760874
768,2016,1,Buenos Aires,4.9921684374839135
769,2016,1,Capital Federal,6.047403702811701
770,2016,1,Catamarca,4.203588449295134
771,2016,1,Chaco,5.991472683208309
772,2016,1,Chubut,3.3796639330714164
773,2016,1,Córdoba,5.156801617049669
774,2016,1,Corrientes,5.37127911707625
775,2016,1,Entre Ríos,5.084574905605243
776,2016,1,Formosa,4.872333380420963
777,2016,1,Jujuy,3.7712213425983374
778,2016,1,La Pampa,3.0476420362792593
779,2016,1,La Rioja,4.616973938050446
780,2016,1,Mendoza,3.5028689229788785
781,2016,1,Misiones,6.000968717380309
782,2016,1,Neuquén,4.420493149015266
783,2016,1,Río Negro,3.826659196828916
784,2016,1,Salta,4.741858784571524
785,2016,1,San Juan,3.485523490760477
786,2016,1,San Luis,3.5029004392386534
787,2016,1,Santa Cruz,3.48315808971074
788,2016,1,Santa Fe,4.898136028952046
789,2016,1,Santiago Del Estero,4.174011564306923
790,2016,1,Tierra Del Fuego,3.475082632716791
791,2016,1,Tucumán,5.004036640679885
792,2015,4,Buenos Aires,4.884148905856541
793,2015,4,Capital Federal,5.927803522979041
794,2015,4,Catamarca,4.124268369158702
795,2015,4,Chaco,5.828384180790961
796,2015,4,Chubut,3.283865031613298
797,2015,4,Córdoba,5.0670814932684065
798,2015,4,Corrientes,5.259482120492081
799,2015,4,Entre Ríos,5.007855905299356
800,2015,4,Formosa,4.660308568580684
801,2015,4,Jujuy,3.7246804758922987
802,2015,4,La Pampa,2.936747707229629
803,2015,4,La Rioja,4.521671863926294
804,2015,4,Mendoza,3.5017779300891023
805,2015,4,Misiones,5.9022914436487
806,2015,4,Neuquén,4.355592861552936
807,2015,4,Río Negro,3.768932299598505
808,2015,4,Salta,4.673467038141578
809,2015,4,San Juan,3.481604116955732
810,2015,4,San Luis,3.502937425860024
811,2015,4,Santa Cruz,3.4809679619106126
812,2015,4,Santa Fe,4.809873774553555
813,2015,4,Santiago Del Estero,4.0941016914507635
814,2015,4,Tierra Del Fuego,3.4748248642417257
815,2015,4,Tucumán,4.882297946330778
816,2015,3,Buenos Aires,4.700597914270459
817,2015,3,Capital Federal,5.66468043459464
818,2015,3,Catamarca,3.884563872599747
819,2015,3,Chaco,5.46643296553986
820,2015,3,Chubut,3.2790384114749496
821,2015,3,Córdoba,4.867849001225086
822,2015,3,Corrientes,5.063473816782213
823,2015,3,Entre Ríos,4.766712366729086
824,2015,3,Formosa,4.166164102194515
825,2015,3,Jujuy,3.532724551201011
826,2015,3,La Pampa,2.9149322141427945
827,2015,3,La Rioja,4.245850575398008
828,2015,3,Mendoza,3.500160951021911
829,2015,3,Misiones,5.634289050903693
830,2015,3,Neuquén,4.2299439848957405
831,2015,3,Río Negro,3.7368314562024914
832,2015,3,Salta,4.4218314129775615
833,2015,3,San Juan,3.4810928203738825
834,2015,3,San Luis,3.5027538715982556
835,2015,3,Santa Cruz,3.4806877443585873
836,2015,3,Santa Fe,4.559895452402629
837,2015,3,Santiago Del Estero,3.911237321691457
838,2015,3,Tierra Del Fuego,3.4777210569327157
839,2015,3,Tucumán,4.572318667230303
840,2015,2,Buenos Aires,4.463495663548014
841,2015,2,Capital Federal,5.31214873823781
842,2015,2,Catamarca,3.6825082950385544
843,2015,2,Chaco,5.194771414259476
844,2015,2,Chubut,3.2165716474851154
845,2015,2,Córdoba,4.557937666200854
846,2015,2,Corrientes,4.847197637993736
847,2015,2,Entre Ríos,4.55056996750087
848,2015,2,Formosa,3.7649156840276494
849,2015,2,Jujuy,3.4086788431460913
850,2015,2,La Pampa,2.8626566401062417
851,2015,2,La Rioja,4.001551396208129
852,2015,2,Mendoza,3.4997241088624933
853,2015,2,Misiones,5.327562649676923
854,2015,2,Neuquén,4.059617737533036
855,2015,2,Río Negro,3.666734448621427
856,2015,2,Salta,4.218121645686839
857,2015,2,San Juan,3.4789192890667078
858,2015,2,San Luis,3.5027709531013613
859,2015,2,Santa Cruz,3.47332349743749
860,2015,2,Santa Fe,4.303196181656382
861,2015,2,Santiago Del Estero,3.728811295360471
862,2015,2,Tierra Del Fuego,3.4775158762886598
863,2015,2,Tucumán,4.306812767469965
864,2015,1,Buenos Aires,4.323803709346771
865,2015,1,Capital Federal,4.999711683876372
866,2015,1,Catamarca,3.483603660962992
867,2015,1,Chaco,4.899908797030372
868,2015,1,Chubut,3.2131565777597957
869,2015,1,Córdoba,4.304279282006848
870,2015,1,Corrientes,4.628190221393157
871,2015,1,Entre Ríos,4.3467465057866335
872,2015,1,Formosa,3.3811501123595504
873,2015,1,Jujuy,3.241902108598274
874,2015,1,La Pampa,2.8340995102178685
875,2015,1,La Rioja,3.7804021060364885
876,2015,1,Mendoza,3.499130670898351
877,2015,1,Misiones,4.973004251321198
878,2015,1,Neuquén,3.9114916381985845
879,2015,1,Río Negro,3.585297088257377
880,2015,1,Salta,4.022777936163619
881,2015,1,San Juan,3.4769891700932414
882,2015,1,San Luis,3.5009942704654264
883,2015,1,Santa Cruz,3.474217030667377
884,2015,1,Santa Fe,4.063283068408137
885,2015,1,Santiago Del Estero,3.571104125126239
886,2015,1,Tierra Del Fuego,3.4538780857514078
887,2015,1,Tucumán,4.071078040242438
888,2014,4,Buenos Aires,4.198943508236657
889,2014,4,Capital Federal,4.7817877112755625
890,2014,4,Catamarca,3.336005334797788
891,2014,4,Chaco,3.977400363306085
892,2014,4,Chubut,3.1746491581312557
893,2014,4,Córdoba,4.092903062184572
894,2014,4,Corrientes,3.8061123116725004
895,2014,4,Entre Ríos,3.8000517871100685
896,2014,4,Formosa,3.023326617826618
897,2014,4,Jujuy,3.127642108190794
898,2014,4,La Pampa,2.754208730637699
899,2014,4,La Rioja,3.582023899524448
900,2014,4,Mendoza,3.498767768599914
901,2014,4,Misiones,4.025619961413459
902,2014,4,Neuquén,3.850772582597391
903,2014,4,Río Negro,3.543129254254254
904,2014,4,Salta,3.862259431502549
905,2014,4,San Juan,3.4752201692281126
906,2014,4,San Luis,3.503621206358865
907,2014,4,Santa Cruz,3.3330261837139634
908,2014,4,Santa Fe,3.780707860716513
909,2014,4,Santiago Del Estero,3.4582244726597287
910,2014,4,Tierra Del Fuego,3.4747244698924056
911,2014,4,Tucumán,3.8606123102449525
912,2014,3,Buenos Aires,3.969046991173242
913,2014,3,Capital Federal,4.437380943390075
914,2014,3,Catamarca,2.915176175040519
915,2014,3,Chaco,3.461947812450996
916,2014,3,Chubut,3.165741790763976
917,2014,3,Córdoba,3.6600622495599104
918,2014,3,Corrientes,3.410927776641118
919,2014,3,Entre Ríos,3.3996079417526825
920,2014,3,Formosa,2.6562830152303833
921,2014,3,Jujuy,2.9307053902518616
922,2014,3,La Pampa,2.816519545748315
923,2014,3,La Rioja,3.095178784641488
924,2014,3,Mendoza,3.5028531768490665
925,2014,3,Misiones,3.5775238575714927
926,2014,3,Neuquén,3.7429104879160966
927,2014,3,Río Negro,3.4799791702900404
928,2014,3,Salta,3.4109103624880306
929,2014,3,San Juan,3.473725985590389
930,2014,3,San Luis,3.503113190184049
931,2014,3,Santa Cruz,3.3073222601557406
932,2014,3,Santa Fe,3.375592912249111
933,2014,3,Santiago Del Estero,3.0995465103889184
934,2014,3,Tierra Del Fuego,3.470981711419659
935,2014,3,Tucumán,3.349897526769352
936,2014,2,Buenos Aires,3.851862760043666
937,2014,2,Capital Federal,4.249991223638481
938,2014,2,Catamarca,2.915358424826804
939,2014,2,Chaco,3.4206301023631998
940,2014,2,Chubut,3.1564052528575886
941,2014,2,Córdoba,3.5567859606832632
942,2014,2,Corrientes,3.3669705989802563
943,2014,2,Entre Ríos,3.312400309974538
944,2014,2,Formosa,2.6523512500000006
945,2014,2,Jujuy,2.7690316794782204
946,2014,2,La Pampa,2.684576055426866
947,2014,2,La Rioja,3.095153343388638
948,2014,2,Mendoza,3.503033182060705
949,2014,2,Misiones,3.540023885712756
950,2014,2,Neuquén,3.6647043380451545
951,2014,2,Río Negro,3.4286257504445143
952,2014,2,Salta,3.391137751108792
953,2014,2,San Juan,3.4724840645935795
954,2014,2,San Luis,3.5041044810417468
955,2014,2,Santa Cruz,3.3181516601634393
956,2014,2,Santa Fe,3.3116910410979234
957,2014,2,Santiago Del Estero,3.0697509211495944
958,2014,2,Tierra Del Fuego,3.470095986812908
959,2014,2,Tucumán,3.34994476711167
960,2014,1,Buenos Aires,3.7331327999829305
961,2014,1,Capital Federal,4.024081510870217
962,2014,1,Catamarca,2.8027344007923407
963,2014,1,Chaco,3.2558373037444444
964,2014,1,Chubut,3.1759166751464583
965,2014,1,Córdoba,3.3874045815248133
966,2014,1,Corrientes,3.2186250823491607
967,2014,1,Entre Ríos,3.1672900899827185
968,2014,1,Formosa,2.5737292109196757
969,2014,1,Jujuy,2.690263349406857
970,2014,1,La Pampa,2.64721042446136
971,2014,1,La Rioja,2.964740372987079
972,2014,1,Mendoza,3.5026805565551156
973,2014,1,Misiones,3.403126267679909
974,2014,1,Neuquén,3.5493016508254125
975,2014,1,Río Negro,3.353796318189495
976,2014,1,Salta,3.3009019792545207
977,2014,1,San Juan,3.4691384597491712
978,2014,1,San Luis,3.5028153221310823
979,2014,1,Santa Cruz,3.315991479820628
980,2014,1,Santa Fe,3.1474068452786788
981,2014,1,Santiago Del Estero,2.9494717214992052
982,2014,1,Tierra Del Fuego,3.446887937323564
983,2014,1,Tucumán,3.208341823551126
