,Año,Trimestre,Provincia,Banda ancha fija,Dial up,Total
584,2018,1,Formosa,32328,0.0,32328
585,2018,1,Jujuy,44405,1.0,44406
586,2018,1,La Pampa,82668,396.0,83064
587,2018,1,La Rioja,52228,17.0,52245
588,2018,1,Mendoza,199463,1484.0,200947
589,2018,1,Misiones,103580,0.0,103580
590,2018,1,Neuquén,115897,2006.0,117903
591,2018,1,Río Negro,110057,1062.0,111119
592,2018,1,Salta,133182,1.0,133183
593,2018,1,San Juan,62610,658.0,63268
594,2018,1,San Luis,21096,300.0,21396
595,2018,1,Santa Cruz,33970,435.0,34405
596,2018,1,Santa Fe,679717,309.0,680026
597,2018,1,Santiago Del Estero,82916,2.0,82918
598,2018,1,Tierra Del Fuego,31106,508.0,31614
599,2018,1,Tucumán,168026,31.0,168057
600,2017,4,Buenos Aires,3171206,10690.0,3181896
601,2017,4,Capital Federal,1575418,6906.0,1582324
602,2017,4,Catamarca,29548,10.0,29558
603,2017,4,Chaco,96603,12.0,96615
604,2017,4,Chubut,91012,2428.0,93440
605,2017,4,Córdoba,709874,105.0,709979
606,2017,4,Corrientes,93760,11.0,93771
607,2017,4,Entre Ríos,193654,49.0,193703
608,2017,4,Formosa,32056,0.0,32056
609,2017,4,Jujuy,43551,1.0,43552
610,2017,4,La Pampa,81675,396.0,82071
611,2017,4,La Rioja,52177,17.0,52194
612,2017,4,Mendoza,178661,1490.0,180151
613,2017,4,Misiones,103895,0.0,103895
614,2017,4,Neuquén,114965,2006.0,116971
615,2017,4,Río Negro,108702,1062.0,109764
616,2017,4,Salta,132811,1.0,132812
617,2017,4,San Juan,57965,659.0,58624
618,2017,4,San Luis,14604,300.0,14904
619,2017,4,Santa Cruz,29018,434.0,29452
620,2017,4,Santa Fe,672137,323.0,672460
621,2017,4,Santiago Del Estero,68842,2.0,68844
622,2017,4,Tierra Del Fuego,28346,508.0,28854
623,2017,4,Tucumán,162298,34.0,162332
624,2017,3,Buenos Aires,3046758,11202.0,3057960
625,2017,3,Capital Federal,1563289,7070.0,1570359
626,2017,3,Catamarca,33467,11.0,33478
627,2017,3,Chaco,93747,12.0,93759
628,2017,3,Chubut,81067,2477.0,83544
629,2017,3,Córdoba,696536,108.0,696644
630,2017,3,Corrientes,92536,12.0,92548
631,2017,3,Entre Ríos,185414,50.0,185464
632,2017,3,Formosa,32105,0.0,32105
633,2017,3,Jujuy,43241,1.0,43242
634,2017,3,La Pampa,79280,410.0,79690
635,2017,3,La Rioja,51896,17.0,51913
636,2017,3,Mendoza,190958,1533.0,192491
637,2017,3,Misiones,100476,0.0,100476
638,2017,3,Neuquén,113755,2029.0,115784
639,2017,3,Río Negro,106393,1103.0,107496
640,2017,3,Salta,132517,1.0,132518
641,2017,3,San Juan,61789,660.0,62449
642,2017,3,San Luis,21408,311.0,21719
643,2017,3,Santa Cruz,33222,468.0,33690
644,2017,3,Santa Fe,662086,256.0,662342
645,2017,3,Santiago Del Estero,82792,2.0,82794
646,2017,3,Tierra Del Fuego,30883,583.0,31466
647,2017,3,Tucumán,160979,33.0,161012
648,2017,2,Buenos Aires,3067430,11201.0,3078631
649,2017,2,Capital Federal,1592175,8016.0,1600191
650,2017,2,Catamarca,26692,13.0,26705
651,2017,2,Chaco,90597,14.0,90611
652,2017,2,Chubut,62245,1730.0,63975
653,2017,2,Córdoba,657505,133.0,657638
654,2017,2,Corrientes,90085,12.0,90097
655,2017,2,Entre Ríos,182675,57.0,182732
656,2017,2,Formosa,29956,0.0,29956
657,2017,2,Jujuy,42656,1.0,42657
658,2017,2,La Pampa,72573,449.0,73022
659,2017,2,La Rioja,16271,18.0,16289
660,2017,2,Mendoza,169302,1451.0,170753
661,2017,2,Misiones,99794,0.0,99794
662,2017,2,Neuquén,115321,2112.0,117433
663,2017,2,Río Negro,100621,998.0,101619
664,2017,2,Salta,108540,1.0,108541
665,2017,2,San Juan,51261,620.0,51881
666,2017,2,San Luis,12992,315.0,13307
667,2017,2,Santa Cruz,26019,369.0,26388
668,2017,2,Santa Fe,566918,362.0,567280
669,2017,2,Santiago Del Estero,33194,2.0,33196
670,2017,2,Tierra Del Fuego,31938,619.0,32557
671,2017,2,Tucumán,154374,37.0,154411
672,2017,1,Buenos Aires,3178174,11202.0,3189376
673,2017,1,Capital Federal,1391030,8016.0,1399046
674,2017,1,Catamarca,26304,13.0,26317
675,2017,1,Chaco,89036,14.0,89050
676,2017,1,Chubut,62166,1730.0,63896
677,2017,1,Córdoba,641066,133.0,641199
678,2017,1,Corrientes,88596,12.0,88608
679,2017,1,Entre Ríos,180296,57.0,180353
680,2017,1,Formosa,29705,0.0,29705
681,2017,1,Jujuy,43202,1.0,43203
682,2017,1,La Pampa,71458,455.0,71913
683,2017,1,La Rioja,16207,18.0,16225
684,2017,1,Mendoza,169282,1451.0,170733
685,2017,1,Misiones,97619,0.0,97619
686,2017,1,Neuquén,113227,2112.0,115339
687,2017,1,Río Negro,100288,1000.0,101288
688,2017,1,Salta,107632,1.0,107633
689,2017,1,San Juan,51253,620.0,51873
690,2017,1,San Luis,12992,315.0,13307
691,2017,1,Santa Cruz,26116,370.0,26486
692,2017,1,Santa Fe,562520,362.0,562882
693,2017,1,Santiago Del Estero,34473,2.0,34475
694,2017,1,Tierra Del Fuego,31938,619.0,32557
695,2017,1,Tucumán,152734,37.0,152771
696,2016,4,Buenos Aires,3131499,11202.0,3142701
697,2016,4,Capital Federal,1393443,8016.0,1401459
698,2016,4,Catamarca,27021,13.0,27034
699,2016,4,Chaco,88833,14.0,88847
700,2016,4,Chubut,62035,1730.0,63765
701,2016,4,Córdoba,636422,133.0,636555
702,2016,4,Corrientes,88084,12.0,88096
703,2016,4,Entre Ríos,180188,57.0,180245
704,2016,4,Formosa,29513,0.0,29513
705,2016,4,Jujuy,42624,1.0,42625
706,2016,4,La Pampa,71368,460.0,71828
707,2016,4,La Rioja,16298,18.0,16316
708,2016,4,Mendoza,169274,1451.0,170725
709,2016,4,Misiones,97390,0.0,97390
710,2016,4,Neuquén,111723,2112.0,113835
711,2016,4,Río Negro,100020,1000.0,101020
712,2016,4,Salta,106934,1.0,106935
713,2016,4,San Juan,51301,620.0,51921
714,2016,4,San Luis,12992,315.0,13307
715,2016,4,Santa Cruz,26094,370.0,26464
716,2016,4,Santa Fe,561470,362.0,561832
717,2016,4,Santiago Del Estero,35049,2.0,35051
718,2016,4,Tierra Del Fuego,31938,619.0,32557
719,2016,4,Tucumán,151615,37.0,151652
720,2016,3,Buenos Aires,3075387,11205.0,3086592
721,2016,3,Capital Federal,1395053,8051.0,1403104
722,2016,3,Catamarca,26957,13.0,26970
723,2016,3,Chaco,89216,14.0,89230
724,2016,3,Chubut,62222,1730.0,63952
725,2016,3,Córdoba,642458,133.0,642591
726,2016,3,Corrientes,88328,12.0,88340
727,2016,3,Entre Ríos,181092,57.0,181149
728,2016,3,Formosa,27716,0.0,27716
729,2016,3,Jujuy,42537,1.0,42538
730,2016,3,La Pampa,69903,461.0,70364
731,2016,3,La Rioja,16912,18.0,16930
732,2016,3,Mendoza,169174,1450.0,170624
733,2016,3,Misiones,97997,0.0,97997
734,2016,3,Neuquén,110491,2112.0,112603
735,2016,3,Río Negro,100024,1002.0,101026
736,2016,3,Salta,107790,1.0,107791
737,2016,3,San Juan,51348,620.0,51968
738,2016,3,San Luis,12978,315.0,13293
739,2016,3,Santa Cruz,25886,371.0,26257
740,2016,3,Santa Fe,566625,386.0,567011
741,2016,3,Santiago Del Estero,35658,2.0,35660
742,2016,3,Tierra Del Fuego,31306,619.0,31925
743,2016,3,Tucumán,151282,37.0,151319
744,2016,2,Buenos Aires,3032776,12515.0,3045291
745,2016,2,Capital Federal,1384824,9760.0,1394584
746,2016,2,Catamarca,26543,13.0,26556
747,2016,2,Chaco,88235,16.0,88251
748,2016,2,Chubut,62116,1740.0,63856
749,2016,2,Córdoba,634680,234.0,634914
750,2016,2,Corrientes,86932,24.0,86956
751,2016,2,Entre Ríos,178194,179.0,178373
752,2016,2,Formosa,28801,1.0,28802
753,2016,2,Jujuy,41187,2.0,41189
754,2016,2,La Pampa,68403,485.0,68888
755,2016,2,La Rioja,16718,18.0,16736
756,2016,2,Mendoza,169274,1550.0,170824
757,2016,2,Misiones,95808,7.0,95815
758,2016,2,Neuquén,108224,2291.0,110515
759,2016,2,Río Negro,99631,1073.0,100704
760,2016,2,Salta,104929,3.0,104932
761,2016,2,San Juan,51392,621.0,52013
762,2016,2,San Luis,12939,317.0,13256
763,2016,2,Santa Cruz,25797,356.0,26153
764,2016,2,Santa Fe,563867,607.0,564474
765,2016,2,Santiago Del Estero,36958,3.0,36961
766,2016,2,Tierra Del Fuego,30740,619.0,31359
767,2016,2,Tucumán,148636,41.0,148677
768,2016,1,Buenos Aires,2929903,12612.0,2942515
769,2016,1,Capital Federal,1328079,9817.0,1337896
770,2016,1,Catamarca,26376,13.0,26389
771,2016,1,Chaco,86635,16.0,86651
772,2016,1,Chubut,62060,1740.0,63800
773,2016,1,Córdoba,609692,234.0,609926
774,2016,1,Corrientes,85510,26.0,85536
775,2016,1,Entre Ríos,174634,179.0,174813
776,2016,1,Formosa,28313,1.0,28314
777,2016,1,Jujuy,40287,2.0,40289
778,2016,1,La Pampa,65442,487.0,65929
779,2016,1,La Rioja,16673,18.0,16691
780,2016,1,Mendoza,169257,1553.0,170810
781,2016,1,Misiones,92951,7.0,92958
782,2016,1,Neuquén,101969,2292.0,104261
783,2016,1,Río Negro,98745,1077.0,99822
784,2016,1,Salta,102423,3.0,102426
785,2016,1,San Juan,51373,621.0,51994
786,2016,1,San Luis,12915,317.0,13232
787,2016,1,Santa Cruz,25931,356.0,26287
788,2016,1,Santa Fe,551378,618.0,551996
789,2016,1,Santiago Del Estero,37695,3.0,37698
790,2016,1,Tierra Del Fuego,29867,619.0,30486
791,2016,1,Tucumán,146596,41.0,146637
792,2015,4,Buenos Aires,2946743,12642.0,2959385
793,2015,4,Capital Federal,1360381,9845.0,1370226
794,2015,4,Catamarca,26459,13.0,26472
795,2015,4,Chaco,86537,16.0,86553
796,2015,4,Chubut,62279,1740.0,64019
797,2015,4,Córdoba,625835,235.0,626070
798,2015,4,Corrientes,85409,26.0,85435
799,2015,4,Entre Ríos,173957,180.0,174137
800,2015,4,Formosa,28088,1.0,28089
801,2015,4,Jujuy,39922,2.0,39924
802,2015,4,La Pampa,66054,312.0,66366
803,2015,4,La Rioja,16914,18.0,16932
804,2015,4,Mendoza,169251,1556.0,170807
805,2015,4,Misiones,92846,7.0,92853
806,2015,4,Neuquén,105122,2294.0,107416
807,2015,4,Río Negro,98655,1067.0,99722
808,2015,4,Salta,101917,3.0,101920
809,2015,4,San Juan,51408,621.0,52029
810,2015,4,San Luis,12901,317.0,13218
811,2015,4,Santa Cruz,26047,356.0,26403
812,2015,4,Santa Fe,561045,627.0,561672
813,2015,4,Santiago Del Estero,39132,3.0,39135
814,2015,4,Tierra Del Fuego,29334,619.0,29953
815,2015,4,Tucumán,146053,42.0,146095
816,2015,3,Buenos Aires,2916070,12695.0,2928765
817,2015,3,Capital Federal,1362193,9875.0,1372068
818,2015,3,Catamarca,26080,13.0,26093
819,2015,3,Chaco,85354,16.0,85370
820,2015,3,Chubut,62143,1740.0,63883
821,2015,3,Córdoba,622761,237.0,622998
822,2015,3,Corrientes,84931,28.0,84959
823,2015,3,Entre Ríos,172252,182.0,172434
824,2015,3,Formosa,27751,1.0,27752
825,2015,3,Jujuy,39548,2.0,39550
826,2015,3,La Pampa,64976,495.0,65471
827,2015,3,La Rioja,16753,18.0,16771
828,2015,3,Mendoza,169261,1562.0,170823
829,2015,3,Misiones,91615,7.0,91622
830,2015,3,Neuquén,98376,2240.0,100616
831,2015,3,Río Negro,98529,1085.0,99614
832,2015,3,Salta,100570,3.0,100573
833,2015,3,San Juan,51409,621.0,52030
834,2015,3,San Luis,12902,317.0,13219
835,2015,3,Santa Cruz,25912,359.0,26271
836,2015,3,Santa Fe,556097,641.0,556738
837,2015,3,Santiago Del Estero,39394,3.0,39397
838,2015,3,Tierra Del Fuego,33118,619.0,33737
839,2015,3,Tucumán,144272,42.0,144314
840,2015,2,Buenos Aires,2871079,12711.0,2883790
841,2015,2,Capital Federal,1336391,9893.0,1346284
842,2015,2,Catamarca,25666,13.0,25679
843,2015,2,Chaco,83832,16.0,83848
844,2015,2,Chubut,61745,1740.0,63485
845,2015,2,Córdoba,609510,236.0,609746
846,2015,2,Corrientes,83288,28.0,83316
847,2015,2,Entre Ríos,169309,183.0,169492
848,2015,2,Formosa,27013,37.0,27050
849,2015,2,Jujuy,37720,2.0,37722
850,2015,2,La Pampa,63552,500.0,64052
851,2015,2,La Rioja,16491,18.0,16509
852,2015,2,Mendoza,169259,1564.0,170823
853,2015,2,Misiones,88512,7.0,88519
854,2015,2,Neuquén,95644,2241.0,97885
855,2015,2,Río Negro,97640,1087.0,98727
856,2015,2,Salta,98264,3.0,98267
857,2015,2,San Juan,51367,621.0,51988
858,2015,2,San Luis,12904,317.0,13221
859,2015,2,Santa Cruz,25384,379.0,25763
860,2015,2,Santa Fe,545739,649.0,546388
861,2015,2,Santiago Del Estero,39375,3.0,39378
862,2015,2,Tierra Del Fuego,32960,619.0,33579
863,2015,2,Tucumán,140635,42.0,140677
864,2015,1,Buenos Aires,2847076,14766.0,2861842
865,2015,1,Capital Federal,1321139,11582.0,1332721
866,2015,1,Catamarca,25312,20.0,25332
867,2015,1,Chaco,81329,31.0,81360
868,2015,1,Chubut,63327,1946.0,65273
869,2015,1,Córdoba,596663,294.0,596957
870,2015,1,Corrientes,81488,43.0,81531
871,2015,1,Entre Ríos,165839,231.0,166070
872,2015,1,Formosa,26657,43.0,26700
873,2015,1,Jujuy,36608,3.0,36611
874,2015,1,La Pampa,62155,542.0,62697
875,2015,1,La Rioja,16310,23.0,16333
876,2015,1,Mendoza,168355,1805.0,170160
877,2015,1,Misiones,85139,7.0,85146
878,2015,1,Neuquén,93373,2369.0,95742
879,2015,1,Río Negro,96145,1188.0,97333
880,2015,1,Salta,96793,18.0,96811
881,2015,1,San Juan,51117,702.0,51819
882,2015,1,San Luis,12878,354.0,13232
883,2015,1,Santa Cruz,26217,424.0,26641
884,2015,1,Santa Fe,535640,797.0,536437
885,2015,1,Santiago Del Estero,39244,8.0,39252
886,2015,1,Tierra Del Fuego,32726,730.0,33456
887,2015,1,Tucumán,138184,92.0,138276
888,2014,4,Buenos Aires,2801178,15229.0,2816407
889,2014,4,Capital Federal,1318526,11994.0,1330520
890,2014,4,Catamarca,25472,21.0,25493
891,2014,4,Chaco,65998,37.0,66035
892,2014,4,Chubut,66557,1985.0,68542
893,2014,4,Córdoba,590113,319.0,590432
894,2014,4,Corrientes,65656,54.0,65710
895,2014,4,Entre Ríos,140567,246.0,140813
896,2014,4,Formosa,26156,51.0,26207
897,2014,4,Jujuy,35999,3.0,36002
898,2014,4,La Pampa,56813,567.0,57380
899,2014,4,La Rioja,16379,23.0,16402
900,2014,4,Mendoza,167766,1848.0,169614
901,2014,4,Misiones,77222,7.0,77229
902,2014,4,Neuquén,92999,2397.0,95396
903,2014,4,Río Negro,95050,1210.0,96260
904,2014,4,Salta,93921,26.0,93947
905,2014,4,San Juan,51390,729.0,52119
906,2014,4,San Luis,12788,359.0,13147
907,2014,4,Santa Cruz,25277,436.0,25713
908,2014,4,Santa Fe,528459,938.0,529397
909,2014,4,Santiago Del Estero,39308,9.0,39317
910,2014,4,Tierra Del Fuego,28249,741.0,28990
911,2014,4,Tucumán,137329,95.0,137424
912,2014,3,Buenos Aires,2835537,14028.0,2849565
913,2014,3,Capital Federal,1307195,10630.0,1317825
914,2014,3,Catamarca,24665,21.0,24686
915,2014,3,Chaco,63710,36.0,63746
916,2014,3,Chubut,67130,2007.0,69137
917,2014,3,Córdoba,585231,200.0,585431
918,2014,3,Corrientes,63516,33.0,63549
919,2014,3,Entre Ríos,136618,115.0,136733
920,2014,3,Formosa,25873,64.0,25937
921,2014,3,Jujuy,33739,2.0,33741
922,2014,3,La Pampa,61861,564.0,62425
923,2014,3,La Rioja,15893,23.0,15916
924,2014,3,Mendoza,166184,1740.0,167924
925,2014,3,Misiones,75327,0.0,75327
926,2014,3,Neuquén,100099,2268.0,102367
927,2014,3,Río Negro,96629,1151.0,97780
928,2014,3,Salta,92929,25.0,92954
929,2014,3,San Juan,51031,748.0,51779
930,2014,3,San Luis,12683,363.0,13046
931,2014,3,Santa Cruz,25664,446.0,26110
932,2014,3,Santa Fe,520196,691.0,520887
933,2014,3,Santiago Del Estero,37539,9.0,37548
934,2014,3,Tierra Del Fuego,28037,755.0,28792
935,2014,3,Tucumán,131978,88.0,132066
936,2014,2,Buenos Aires,2750430,14116.0,2764546
937,2014,2,Capital Federal,1299502,10713.0,1310215
938,2014,2,Catamarca,24660,23.0,24683
939,2014,2,Chaco,63243,36.0,63279
940,2014,2,Chubut,68503,2016.0,70519
941,2014,2,Córdoba,576747,205.0,576952
942,2014,2,Corrientes,62925,33.0,62958
943,2014,2,Entre Ríos,135468,115.0,135583
944,2014,2,Formosa,25535,65.0,25600
945,2014,2,Jujuy,34359,2.0,34361
946,2014,2,La Pampa,55048,580.0,55628
947,2014,2,La Rioja,15889,23.0,15912
948,2014,2,Mendoza,165046,1761.0,166807
949,2014,2,Misiones,74689,0.0,74689
950,2014,2,Neuquén,90053,2235.0,92288
951,2014,2,Río Negro,94812,1145.0,95957
952,2014,2,Salta,91949,25.0,91974
953,2014,2,San Juan,50891,755.0,51646
954,2014,2,San Luis,12691,364.0,13055
955,2014,2,Santa Cruz,26710,459.0,27169
956,2014,2,Santa Fe,511753,605.0,512358
957,2014,2,Santiago Del Estero,38002,9.0,38011
958,2014,2,Tierra Del Fuego,27443,766.0,28209
959,2014,2,Tucumán,131981,88.0,132069
960,2014,1,Buenos Aires,2725732,14144.0,2739876
961,2014,1,Capital Federal,1289204,10714.0,1299918
962,2014,1,Catamarca,24209,23.0,24232
963,2014,1,Chaco,62520,36.0,62556
964,2014,1,Chubut,68205,2016.0,70221
965,2014,1,Córdoba,566705,205.0,566910
966,2014,1,Corrientes,62203,33.0,62236
967,2014,1,Entre Ríos,134216,115.0,134331
968,2014,1,Formosa,25335,87.0,25422
969,2014,1,Jujuy,33825,2.0,33827
970,2014,1,La Pampa,53601,592.0,54193
971,2014,1,La Rioja,15688,23.0,15711
972,2014,1,Mendoza,164084,1761.0,165845
973,2014,1,Misiones,73950,0.0,73950
974,2014,1,Neuquén,88077,2303.0,90380
975,2014,1,Río Negro,93909,1157.0,95066
976,2014,1,Salta,91265,25.0,91290
977,2014,1,San Juan,50543,755.0,51298
978,2014,1,San Luis,12193,364.0,12557
979,2014,1,Santa Cruz,26304,460.0,26764
980,2014,1,Santa Fe,506000,612.0,506612
981,2014,1,Santiago Del Estero,37124,9.0,37133
982,2014,1,Tierra Del Fuego,27272,766.0,28038
983,2014,1,Tucumán,129944,88.0,130032
